CollegeName,CollegeUrl,CollegeLocation,Course1,Course1Fees,Course2,Course2Fees,CollegeRanking,CollegeRating
"Guru Ghasidas Vishwavidyalaya, Faculty of Engineering & Technology",https://zollege.in/college/217301-guru-ghasidas-vishwavidyalaya-faculty-of-engineering-and-technology-bilaspur,"Bilaspur, Chhattisgarh | AICTE Accredited",BE/B.Tech,₹ 29.85 K,ME/M.Tech,₹ 32.8 K,IIRFranking 166 out of 170 in 2023,7.6/10 (3 Reviews)
Omkarananda Institute of Management & Technology- [OIMT],https://zollege.in/college/183617-omkarananda-institute-of-management-and-technology-oimt-haridwar,"Haridwar, Uttarakhand | NCTE, AICTE Accredited",BBA/BBM,₹ 36.2 K,MBA/PGDM,₹ 88.1 K,,
Manipal School of Architecture and Planning - [MSAP],https://zollege.in/college/164946-manipal-school-of-architecture-and-planning-msap-manipal,"Manipal, Karnataka | COA Accredited",B.Des,₹ 2.15 Lakhs,M.Des,₹ 1.85 Lakhs,ranking 8 out of 25 in 2023,
All India Institute of Speech and Hearing - [AIISH],https://zollege.in/college/159487-all-india-institute-of-speech-and-hearing-aiish-mysore,"Mysore, Karnataka | RCI Accredited",B.Sc (Medicine),₹ 13.56 K,M.Sc (Medicine),₹ 14.73 K,,9/10 (1 Reviews)
University Institute of Engineering and Technology -[UIET],https://zollege.in/college/187583-university-institute-of-engineering-and-technology-uiet-chandigarh,"Chandigarh, Chandigarh | AICTE Accredited",BE/B.Tech,₹ 82.2 K,ME/M.Tech,₹ 16.16 K,IIRFranking 167 out of 170 in 2023,6.6/10 (19 Reviews)
Maharana Pratap College of Pharmacy - [MPCP],https://zollege.in/college/217919-maharana-pratap-college-of-pharmacy-mpcp-kanpur,"Kanpur, Uttar Pradesh | AICTE, PCI Accredited",B.Pharm,₹ 1.18 Lakhs,Graduate Diploma in Pharmacy,₹ 88.45 K,,
RV Institute of Legal Studies - [RVILS],https://zollege.in/college/218935-rv-institute-of-legal-studies-rvils-bangalore,"Bangalore, Karnataka | BCI Accredited",LLB,₹ 80 K,,,ranking 16 out of 30 in 2023,
"University Institute of Technology, Rajiv Gandhi Proudyogiki Vishwavidyalaya - [UIT- RGPV]",https://zollege.in/college/187653-university-institute-of-technology-rajiv-gandhi-proudyogiki-vishwavidyalaya-uit-rgpv-bhopal,"Bhopal, Madhya Pradesh | AICTE Accredited",BE/B.Tech,₹ 23.92 K,ME/M.Tech,₹ 62.74 K,IIRFranking 167 out of 170 in 2023,6.7/10 (33 Reviews)
Periyar University,https://zollege.in/university/185213-periyar-university-salem,"Salem, Tamil Nadu",M.Sc,₹ 28 K,PG Diploma in Science,₹ 17.88 K,NIRFranking 59 out of 201 in 2023,
Nagaland University,https://zollege.in/university/185072-nagaland-university-zunhebotto,"Zunhebotto, Nagaland | UGC Accredited",MA,₹ 10.3 K,M.Phil/Ph.D in Arts,₹ 26.09 K,NIRFranking 151 out of 200 in 2022,8/10 (1 Reviews)
Leo Academy of Hospitality and Tourism Management - [LAHTM],https://zollege.in/college/218969-leo-academy-of-hospitality-and-tourism-management-lahtm-hyderabad,"Hyderabad, Telangana",BHM,₹ 1 Lakhs,PG Diploma in Hotel Management,₹ 55 K,,
Indian Agricultural Statistics Research Institute - [IASRI],https://zollege.in/college/165954-indian-agricultural-statistics-research-institute-iasri-new-delhi,"New Delhi, Delhi NCR | ICAR Accredited",M.Sc (Agriculture),₹ 8.5 K,M.Phil/Ph.D in Agriculture,₹ 7.55 K,,
St. Xavier's College - [SXC],https://zollege.in/college/164291-st-xaviers-college-sxc-kolkata,"Kolkata, West Bengal | UGC Accredited",BA,₹ 22.2 K,UG Certificate in Arts,₹ 8.2 K,NIRFranking 5 out of 200 in 2023,7.5/10 (22 Reviews)
"University College of Engineering, Mahatma Gandhi University - [UCE]",https://zollege.in/college/187567-university-college-of-engineering-mahatma-gandhi-university-uce-thodupuzha,"Thodupuzha, Kerala | AICTE Accredited",BE/B.Tech,₹ 47.8 K,ME/M.Tech,₹ 1.07 Lakhs,IIRFranking 169 out of 170 in 2023,9.7/10 (1 Reviews)
Rajiv Academy for Pharmacy - [RAP],https://zollege.in/college/217958-rajiv-academy-for-pharmacy-rap-mathura,"Mathura, Uttar Pradesh | AICTE, PCI Accredited",B.Pharm,₹ 67.3 K,,,,
Madurai Medical College,https://zollege.in/college/168974-madurai-medical-college-madurai,"Madurai, Tamil Nadu | MCI Accredited",MBBS,₹ 20.75 K,MD,₹ 33.5 K,,
Ujjain Engineering College - [UEC],https://zollege.in/college/183862-ujjain-engineering-college-uec-ujjain,"Ujjain, Madhya Pradesh | AICTE Accredited",ME/M.Tech,₹ 22.75 K,BE/B.Tech,₹ 25.15 K,IIRFranking 170 out of 170 in 2023,6.9/10 (5 Reviews)
Mangalayatan University - [MU],https://zollege.in/university/185279-mangalayatan-university-mu-aligarh,"Aligarh, Uttar Pradesh | NCTE, AICTE, COA, PCI, CCIM Accredited",BFA,₹ 1.6 Lakhs,MA,₹ 1 Lakhs,IIRFranking 111 out of 171 in 2023,10/10 (2 Reviews)
Indira School of Communication - [ISC],https://zollege.in/college/166698-indira-school-of-communication-isc-pune,"Pune, Maharashtra | UGC Accredited",BBA/BBM,₹ 1 Lakhs,,,,
Bundelkhand University,https://zollege.in/university/185248-bundelkhand-university-jhansi,"Jhansi, Uttar Pradesh | AICTE, UGC Accredited",B.Sc,₹ 13.2 K,M.Sc,₹ 25.5 K,,6.3/10 (13 Reviews)
Dr. Mahalingam College of Engineering & Technology - [MCET],https://zollege.in/college/172714-dr-mahalingam-college-of-engineering-and-technology-mcet-pollachi,"Pollachi, Tamil Nadu | AICTE, NBA Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 50 K,NIRF Innovationranking 26 out of 50 in 2020,8.2/10 (16 Reviews)
Birla Vishvakarma Mahavidyalaya Engineering College - [BVM],https://zollege.in/college/172412-birla-vishvakarma-mahavidyalaya-engineering-college-bvm-vallabh-vidyanagar,"Vallabh Vidyanagar, Gujarat | AICTE Accredited",ME/M.Tech,₹ 1.45 Lakhs,BE/B.Tech,₹ 1.43 Lakhs,NIRFranking 251 out of 300 in 2020,8.3/10 (7 Reviews)
Holy Grace Academy Of Pharmacy - [HGAP],https://zollege.in/college/219843-holy-grace-academy-of-pharmacy-hgap-thrissur,"Thrissur, Kerala | AICTE, PCI Accredited",B.Pharm,₹ 1.3 Lakhs,,,,
CGC College of Engineering - [CGC COE] Landran,https://zollege.in/college/172506-cgc-college-of-engineering-cgc-coe-landran-mohali,"Mohali, Punjab | AICTE Accredited",BE/B.Tech,₹ 96.5 K,ME/M.Tech,₹ 95 K,IIRFranking 153 out of 166 in 2023,5.7/10 (1 Reviews)
Culinary Guru Institute of Hotel Management - [CGIHM],https://zollege.in/college/219146-culinary-guru-institute-of-hotel-management-cgihm-hyderabad,"Hyderabad, Telangana",BHM,₹ 1.3 Lakhs,PG Diploma in Hotel Management,₹ 95 K,,
Baba Raghav Das Medical College - [BRD],https://zollege.in/college/169614-baba-raghav-das-medical-college-brd-gorakhpur,"Gorakhpur, Uttar Pradesh | MCI Accredited",PG Diploma in Medical,₹ 42 K,MD,₹ 42 K,,
"University Institute of Legal Studies, Chandigarh University - [UILS]",https://zollege.in/college/216417-university-institute-of-legal-studies-chandigarh-university-uils-chandigarh,"Chandigarh, Chandigarh | BCI Accredited",LLB,₹ 1.7 Lakhs,LLM,₹ 1.31 Lakhs,ranking 17 out of 30 in 2023,
Bhakta Kavi Narsinh Mehta University - [BKNMU],https://zollege.in/university/219768-bhakta-kavi-narsinh-mehta-university-bknmu-kheda,"Kheda, Gujarat | UGC Accredited",M.Sc,No Fees Found,B.Sc,No Fees Found,,
Dr. Ambedkar Institute of Technology for Handicapped - [AITH],https://zollege.in/college/172691-dr-ambedkar-institute-of-technology-for-handicapped-aith-kanpur,"Kanpur, Uttar Pradesh | AICTE Accredited",BE/B.Tech,₹ 83.6 K,Diploma in Engineering,₹ 2.61 K,IIRFranking 155 out of 166 in 2023,6.5/10 (8 Reviews)
Gayatri Vidya Parishad College of Engineering,https://zollege.in/college/172866-gayatri-vidya-parishad-college-of-engineering-visakhapatnam,"Visakhapatnam, Andhra Pradesh | AICTE, NBA Accredited",BE/B.Tech,₹ 2.76 Lakhs,ME/M.Tech,₹ 1 Lakhs,NIRF Innovationranking 151 out of 312 in 2023,7.7/10 (34 Reviews)
Priyadarshini Dental College and Hospital - [PDCH],https://zollege.in/college/167043-priyadarshini-dental-college-and-hospital-pdch-thiruvallur,"Thiruvallur, Tamil Nadu | DCI Accredited",BDS,₹ 2.5 Lakhs,,,IIRFranking 56 out of 60 in 2023,
Swami Vivekanand Group Of Institutions - [SVGI],https://zollege.in/college/222201-swami-vivekanand-group-of-institutions-svgi-bhopal,"Bhopal, Madhya Pradesh | AICTE, PCI Accredited",B.Pharm,₹ 55 K,Graduate Diploma in Pharmacy,₹ 70 K,,
St. Xavier's College of Management and Technology,https://zollege.in/college/204916-st-xaviers-college-of-management-and-technology-patna,"Patna, Bihar",BBA/BBM,₹ 72 K,,,,8.5/10 (3 Reviews)
G Narayanamma Institute of Technology and Science - [GNITS],https://zollege.in/college/172800-g-narayanamma-institute-of-technology-and-science-gnits-hyderabad,"Hyderabad, Telangana | AICTE, NBA Accredited",BE/B.Tech,₹ 1.22 Lakhs,ME/M.Tech,₹ 1.08 Lakhs,NIRFranking 251 out of 300 in 2022,8.3/10 (7 Reviews)
Maya College of Agriculture & Technology,https://zollege.in/college/219792-maya-college-of-agriculture-and-technology-dehradun,"Dehradun, Uttarakhand",B.Sc (Agriculture),₹ 85.8 K,M.Sc (Agriculture),₹ 1.06 Lakhs,,
Palamuru University - [PU],https://zollege.in/university/184690-palamuru-university-pu-mahabub-nagar,"Mahabub Nagar, Telangana",M.Sc,₹ 21.09 K,B.Sc,₹ 14.35 K,,6.3/10 (2 Reviews)
Jesus and Mary College - [JMC],https://zollege.in/college/161498-jesus-and-mary-college-jmc-new-delhi,"New Delhi, Delhi NCR",BA,₹ 41.26 K,MA,₹ 43.73 K,NIRFranking 38 out of 200 in 2023,8.7/10 (5 Reviews)
Shanmuganathan Engineering College - [SEC],https://zollege.in/college/174337-shanmuganathan-engineering-college-sec-palayamkottai,"Palayamkottai, Tamil Nadu | AICTE Accredited",BE/B.Tech,₹ 2.2 Lakhs,ME/M.Tech,₹ 50 K,IIRFranking 158 out of 166 in 2023,
Goa Medical College and Hospital,https://zollege.in/college/169769-goa-medical-college-and-hospital-tiswadi,"Tiswadi, Goa | MCI Accredited",MBBS,₹ 5.62 Lakhs,MD,₹ 61.34 K,,
ASK Institute of Hospitality Management and Culinary Arts - [ASKIHMCA],https://zollege.in/college/221467-ask-institute-of-hospitality-management-and-culinary-arts-askihmca-bangalore,"Bangalore, Karnataka",BHM,₹ 3 Lakhs,UG Diploma in HM,₹ 2.5 Lakhs,,
Vivekananda Institute of Technology,https://zollege.in/college/174857-vivekananda-institute-of-technology-bangalore,"Bangalore, Karnataka | AICTE Accredited",BE/B.Tech,₹ 1.5 Lakhs,,,IIRFranking 161 out of 166 in 2023,
Triveni Institute of Pharmacy,https://zollege.in/college/222417-triveni-institute-of-pharmacy-thrissur,"Thrissur, Kerala | PCI Accredited",B.Pharm,No Fees Found,,,,
Kazi Nazrul University - [KNU],https://zollege.in/university/217771-kazi-nazrul-university-knu-asansol,"Asansol, West Bengal | UGC Accredited",MA,₹ 5.49 K,M.Phil/Ph.D in Arts,₹ 18 K,,5.9/10 (4 Reviews)
Indus Institute of Information & Communication Technology - [IIICT],https://zollege.in/college/221522-indus-institute-of-information-and-communication-technology-iiict-ahmedabad,"Ahmedabad, Gujarat",M.Sc,₹ 85 K,B.Sc,₹ 65 K,,
Mangalore University,https://zollege.in/university/184937-mangalore-university-mangalore,"Mangalore, Karnataka | UGC Accredited",M.Sc,₹ 21.3 K,M.Phil/Ph.D in Science,₹ 29.6 K,NIRFranking 134 out of 201 in 2023,6/10 (1 Reviews)
Sri Indu College of Engineering and Technology - [SICET] Ibrahimpatnam,https://zollege.in/college/174537-sri-indu-college-of-engineering-and-technology-sicet-ibrahimpatnam-hyderabad,"Hyderabad, Telangana | AICTE, UGC, NBA Accredited",BE/B.Tech,₹ 93 K,ME/M.Tech,₹ 77.5 K,TOIranking 90 out of 196 in 2021,6.7/10 (9 Reviews)
All India Institute of Management Studies - [AIIMAS],https://zollege.in/college/176450-all-india-institute-of-management-studies-aiimas-chennai,"Chennai, Tamil Nadu | DEB Accredited",UG Diploma in Management,₹ 3.5 K,PG Diploma in Management,₹ 5.6 K,,
Kamala Nehru College - [KNC],https://zollege.in/college/161633-kamala-nehru-college-knc-new-delhi,"New Delhi, Delhi NCR",BA,₹ 9.7 K,MA,₹ 11.19 K,NIRFranking 43 out of 200 in 2023,6.4/10 (4 Reviews)
Government Medical College & Hospital,https://zollege.in/college/169779-government-medical-college-and-hospital-akola,"Akola, Maharashtra | MCI Accredited",MBBS,₹ 1.17 Lakhs,MS,₹ 1.39 Lakhs,,
Vasantdada Patil Pratishtan's College of Engineering & Visual Arts,https://zollege.in/college/188057-vasantdada-patil-pratishtans-college-of-engineering-and-visual-arts-mumbai,"Mumbai, Maharashtra | AICTE Accredited",BE/B.Tech,₹ 1.46 Lakhs,,,IIRFranking 166 out of 166 in 2023,8/10 (1 Reviews)
Veer Kunwar Singh University - [VKSU],https://zollege.in/university/218190-veer-kunwar-singh-university-vksu-arrah,"Arrah, Bihar | NCTE, AICTE, UGC Accredited",BA,₹ 12.2 K,,,,8.5/10 (4 Reviews)
Aditya Bangalore Institute of Pharmacy Education and Research,https://zollege.in/college/168534-aditya-bangalore-institute-of-pharmacy-education-and-research-bangalore,"Bangalore, Karnataka | AICTE, PCI Accredited",B.Pharm,₹ 3.5 Lakhs,Graduate Diploma in Pharmacy,₹ 1.44 Lakhs,,
KIIT School of Law - [KSOL],https://zollege.in/college/168189-kiit-school-of-law-ksol-bhubaneswar,"Bhubaneswar, Orissa | BCI Accredited",LLM,₹ 2 Lakhs,LLB,₹ 3.4 Lakhs,ranking 22 out of 40 in 2020,9/10 (2 Reviews)
Kakatiya University College of Engineering and Technology -[KUCE&T],https://zollege.in/college/219397-kakatiya-university-college-of-engineering-and-technology-kuceandt-warangal,"Warangal, Telangana",BE/B.Tech,₹ 35 K,ME/M.Tech,₹ 53.79 K,IIRFranking 166 out of 166 in 2023,7.2/10 (4 Reviews)
Ahmedabad Dental College & Hospital - [ADC],https://zollege.in/college/166854-ahmedabad-dental-college-and-hospital-adc-ahmedabad,"Ahmedabad, Gujarat | DCI Accredited",BDS,₹ 3.14 Lakhs,MDS,₹ 6.24 Lakhs,ranking 57 out of 61 in 2023,6.3/10 (2 Reviews)
Berhampur University,https://zollege.in/university/185075-berhampur-university-berhampur,"Berhampur, Orissa | UGC Accredited",M.Sc,₹ 6.59 K,M.Phil/Ph.D in Science,₹ 10.6 K,NIRFranking 151 out of 200 in 2020,7.7/10 (1 Reviews)
Ganpati Institute of Hotel Management - [GIHM],https://zollege.in/college/167237-ganpati-institute-of-hotel-management-gihm-yamuna-nagar,"Yamuna Nagar, Haryana | AICTE Accredited",BHM,₹ 2.06 Lakhs,UG Diploma in HM,₹ 1.05 Lakhs,,
M.S. Ramaiah University of Applied Sciences - [MSRUAS],https://zollege.in/university/214161-ms-ramaiah-university-of-applied-sciences-msruas-bangalore,"Bangalore, Karnataka | AICTE, UGC, AIU Accredited",BE/B.Tech,₹ 2.4 Lakhs,ME/M.Tech,₹ 2.13 Lakhs,ranking 82 out of 100 in 2019,6.9/10 (8 Reviews)
Allana College of Pharmacy,https://zollege.in/college/168552-allana-college-of-pharmacy-pune,"Pune, Maharashtra | AICTE, NBA Accredited",B.Pharm,₹ 1.37 Lakhs,M.Pharm,₹ 1.6 Lakhs,,
Karnataka Institute of Medical Sciences - [KIMS],https://zollege.in/college/169947-karnataka-institute-of-medical-sciences-kims-hubli,"Hubli, Karnataka | MCI Accredited",Diploma in Medical,₹ 20 K,PG Diploma in Medical,₹ 20 K,,9.3/10 (2 Reviews)
CIPET: Centre for Skilling and Technical Support [CSTS],https://zollege.in/college/172500-cipet-centre-for-skilling-and-technical-support-csts-bhubaneswar,"Bhubaneswar, Orissa | AICTE Accredited",BE/B.Tech,₹ 32.68 K,ME/M.Tech,₹ 76.21 K,,
K L University - [KLH],https://zollege.in/university/218731-k-l-university-klh-hyderabad,"Hyderabad, Telangana | AICTE, UGC Accredited",MBA/PGDM,₹ 2.85 Lakhs,BBA/BBM,₹ 1.85 Lakhs,,8.6/10 (5 Reviews)
Orissa University of Agriculture and Technology - [OUAT],https://zollege.in/university/185085-orissa-university-of-agriculture-and-technology-ouat-bhubaneswar,"Bhubaneswar, Orissa | ICAR, UGC Accredited",M.Sc,₹ 35.57 K,B.Sc,₹ 17.86 K,NIRFranking 139 out of 201 in 2023,8.8/10 (3 Reviews)
BP Poddar Institute of Management and Technology,https://zollege.in/college/172268-bp-poddar-institute-of-management-and-technology-kolkata,"Kolkata, West Bengal | AICTE Accredited",BE/B.Tech,₹ 1.15 Lakhs,,,NIRFranking 201 out of 300 in 2020,7.1/10 (19 Reviews)
Bhartiya Vidya Mandir College of Pharmacy - [BVM],https://zollege.in/college/168630-bhartiya-vidya-mandir-college-of-pharmacy-bvm-gwalior,"Gwalior, Madhya Pradesh | AICTE Accredited",B.Pharm,₹ 42 K,Graduate Diploma in Pharmacy,₹ 31.5 K,,
Telangana Mahila Viswavidyalayam,https://zollege.in/college/183870-telangana-mahila-viswavidyalayam-hyderabad,"Hyderabad, Telangana | UGC Accredited",BA,₹ 8.4 K,MA,₹ 2.26 K,NIRFranking 151 out of 200 in 2022,6/10 (1 Reviews)
Golden Regency Institute of Hospitality Management - [GRIHM],https://zollege.in/college/167240-golden-regency-institute-of-hospitality-management-grihm-midnapore,"Midnapore, West Bengal | NCHMCT Accredited",BHM,₹ 3.5 Lakhs,,,,
Avinash College of Commerce,https://zollege.in/college/219210-avinash-college-of-commerce-hyderabad,"Hyderabad, Telangana | UGC Accredited",B.Com,₹ 25 K,,,ranking 197 out of 225 in 2023,7.8/10 (6 Reviews)
Lingaya's Vidyapeeth,https://zollege.in/university/188002-lingayas-vidyapeeth-faridabad,"Faridabad, Haryana | NCTE, AICTE, COA, PCI, BCI Accredited",BE/B.Tech,₹ 1.35 Lakhs,ME/M.Tech,₹ 84.5 K,IIRFranking 121 out of 173 in 2022,8.8/10 (2 Reviews)
Government Kilpauk Medical College - [GKMC],https://zollege.in/college/169964-government-kilpauk-medical-college-gkmc-chennai,"Chennai, Tamil Nadu | MCI Accredited",M.Ch,₹ 1.47 Lakhs,PG Diploma in Medical,₹ 37.95 K,,
Central University of Punjab - [CUP],https://zollege.in/university/185097-central-university-of-punjab-cup-bathinda,"Bathinda, Punjab",M.Sc,₹ 15.2 K,M.Phil/Ph.D in Science,₹ 21.54 K,NIRFranking 100 out of 201 in 2023,7.1/10 (7 Reviews)
Federal Institute of Science and Technology - [FISAT],https://zollege.in/college/172783-federal-institute-of-science-and-technology-fisat-ernakulam,"Ernakulam, Kerala | AICTE, NBA Accredited",BE/B.Tech,₹ 75.1 K,ME/M.Tech,₹ 87.05 K,NIRF Innovationranking 26 out of 50 in 2020,7.7/10 (7 Reviews)
Jawaharlal Nehru Technological University - [JNTU],https://zollege.in/university/214142-jawaharlal-nehru-technological-university-jntu-anantapur,"Anantapur, Andhra Pradesh | UGC Accredited",ME/M.Tech,₹ 1 Lakhs,,,NIRFranking 151 out of 200 in 2022,8/10 (7 Reviews)
Maharashtra Institute of Dental Science and Research- [MIDSR],https://zollege.in/college/216408-maharashtra-institute-of-dental-science-and-research-midsr-latur,"Latur, Maharashtra | DCI Accredited",BDS,₹ 3 Lakhs,MDS,₹ 3 Lakhs,IIRFranking 57 out of 60 in 2023,
Chitkara College of Pharmacy - [CCP],https://zollege.in/college/168671-chitkara-college-of-pharmacy-ccp-patiala,"Patiala, Punjab | AICTE, PCI Accredited",B.Pharm,₹ 1.72 Lakhs,M.Pharm,₹ 1.62 Lakhs,NIRFranking 44 out of 75 in 2019,
"Maulana Azad National Urdu University, Directorate of Distance Education",https://zollege.in/college/214443-maulana-azad-national-urdu-university-directorate-of-distance-education-hyderabad,"Hyderabad, Telangana | NCTE, UGC Accredited",BA,₹ 6.5 K,MA,₹ 6.5 K,,7/10 (1 Reviews)
D.G. Ruparel College of Arts Science and Commerce,https://zollege.in/college/175038-dg-ruparel-college-of-arts-science-and-commerce-mumbai,"Mumbai, Maharashtra",B.Sc,₹ 6.97 K,,,The Weekranking 15 out of 50 in 2020,8.8/10 (3 Reviews)
Nagesh Karajgi Orchid College of Engineering and Technology - [NKOCET],https://zollege.in/college/188162-nagesh-karajgi-orchid-college-of-engineering-and-technology-nkocet-solapur,"Solapur, Maharashtra | AICTE Accredited",BE/B.Tech,₹ 1.02 Lakhs,ME/M.Tech,₹ 65 K,IIRFranking 170 out of 173 in 2022,8.9/10 (6 Reviews)
Mysore Medical College And Research Institute - [MMCARI],https://zollege.in/college/170074-mysore-medical-college-and-research-institute-mmcari-mysore,"Mysore, Karnataka | MCI Accredited",MBBS,₹ 67.05 K,MD,₹ 1.14 Lakhs,,10/10 (2 Reviews)
Lourdes Matha Institute of Hotel Management and Catering Technology,https://zollege.in/college/167347-lourdes-matha-institute-of-hotel-management-and-catering-technology-thiruvananthapuram,"Thiruvananthapuram, Kerala | AICTE Accredited",BHM,₹ 80.5 K,,,,
Gautham College of Pharmacy - [GCP],https://zollege.in/college/168754-gautham-college-of-pharmacy-gcp-bangalore,"Bangalore, Karnataka | AICTE, PCI Accredited",B.Pharm,₹ 24 K,M.Phil/Ph.D in Pharmacy,₹ 24 K,,
Desh Bhagat University - [DBU],https://zollege.in/university/222306-desh-bhagat-university-dbu-gobindgarh,"Gobindgarh, Punjab | NCTE, DCI, PCI, INC, CCIM Accredited",BA,No Fees Found,BFA,No Fees Found,IIRFranking 125 out of 171 in 2023,7.7/10 (1 Reviews)
Dr. A.P.J. Abdul Kalam Technical University - [AKTU],https://zollege.in/university/185262-dr-apj-abdul-kalam-technical-university-aktu-lucknow,"Lucknow, Uttar Pradesh | AICTE, UGC Accredited",BE/B.Tech,₹ 55 K,M.Phil/Ph.D in Engineering,₹ 73.2 K,,7.1/10 (18 Reviews)
L.S. Raheja School of Architecture - [LSRSA],https://zollege.in/college/164932-ls-raheja-school-of-architecture-lsrsa-mumbai,"Mumbai, Maharashtra | COA Accredited",UG Diploma in Design,No Fees Found,UG Certificate in Design,No Fees Found,,
Indian Institute of Science Education and Research - [IISER],https://zollege.in/college/216837-indian-institute-of-science-education-and-research-iiser-pune,"Pune, Maharashtra | MHRD Accredited",B.Sc,₹ 80.02 K,M.Sc,₹ 88.8 K,NIRFranking 34 out of 200 in 2023,5/10 (1 Reviews)
Vel Tech Ranga Sanku Arts College,https://zollege.in/college/216246-vel-tech-ranga-sanku-arts-college-chennai,"Chennai, Tamil Nadu | AICTE Accredited",B.Com,₹ 15 K,,,ranking 117 out of 146 in 2021,9.3/10 (2 Reviews)
Chandigarh University - [CU],https://zollege.in/university/185098-chandigarh-university-cu-chandigarh,"Chandigarh, Chandigarh | NCTE, AICTE, COA, PCI, BCI Accredited",BE/B.Tech,₹ 2.04 Lakhs,ME/M.Tech,₹ 1.13 Lakhs,NIRFranking 27 out of 201 in 2023,7.4/10 (239 Reviews)
